Product_ID,Category,Subcategory,Price,Brand,Average_Rating_of_Similar_Products,Product_Rating,Customer_Review_Sentiment_Score,Holiday,Season,Geographical_Location,Similar_Product_List,Probability_of_Recommendation
P8161,home decor,wall art,3951,brand d,2.5,2.9,0.97,no,summer,Canada,"['Wall Art', 'Curtains', 'Curtains']",0.11
P8162,electronics,laptop,2759,brand d,2.3,2.4,0.49,no,summer,Germany,"['Smartwatch', 'Smartphone', 'Laptop']",0.55
P8163,home decor,wall art,1111,brand a,2.4,4.3,0.82,yes,autumn,USA,"['Cushions', 'Curtains']",0.84
P8164,beauty,foundation,1271,brand b,4.4,4.3,0.92,yes,summer,UK,"['Foundation', 'Lipstick', 'Moisturizer']",0.65
P8165,fitness,yoga mat,3645,brand a,2.1,2.4,0.07,yes,autumn,India,['Resistance Bands'],0.81
P8166,home decor,lamp,4783,brand c,2.0,2.3,0.89,yes,winter,USA,['Curtains'],0.46
P8167,fashion,jacket,4782,brand a,2.5,3.7,0.09,yes,summer,USA,"['Shoes', 'T-shirt']",0.81
P8168,electronics,laptop,1125,brand d,4.8,2.7,0.49,no,spring,India,['Headphones'],0.15
P8169,beauty,foundation,169,brand b,2.9,3.5,0.13,yes,spring,USA,"['Moisturizer', 'Moisturizer']",0.14
P8170,books,comics,1062,brand c,2.7,3.0,0.72,yes,spring,India,"['Non-fiction', 'Biography']",0.9
P8171,fitness,yoga mat,4463,brand b,3.2,2.9,0.97,no,summer,USA,['Yoga Mat'],0.59
P8172,fashion,jacket,909,brand a,3.5,2.1,0.66,yes,spring,India,"['Jeans', 'T-shirt']",0.82
P8173,electronics,headphones,1740,brand a,3.3,3.1,0.48,yes,spring,India,"['Smartwatch', 'Headphones']",0.27
P8174,home decor,cushions,4227,brand a,4.9,4.6,0.68,yes,winter,Germany,"['Curtains', 'Cushions', 'Wall Art']",0.59
P8175,electronics,smartwatch,3210,brand d,2.6,3.6,0.72,yes,summer,Germany,"['Smartphone', 'Headphones']",0.27
P8176,books,biography,2274,brand a,3.4,4.1,0.59,no,spring,Germany,['Comics'],0.99
P8177,fashion,shoes,2852,brand d,3.0,2.8,0.99,yes,spring,Germany,['Jacket'],0.49
P8178,books,comics,194,brand c,2.2,3.6,0.02,yes,spring,Germany,"['Non-fiction', 'Biography', 'Biography']",0.78
P8179,fitness,yoga mat,395,brand b,3.8,4.3,0.91,no,spring,USA,"['Resistance Bands', 'Dumbbells']",0.79
P8180,books,biography,4512,brand d,2.8,4.5,0.8,no,autumn,Canada,"['Biography', 'Comics', 'Non-fiction']",0.48
P8181,books,comics,4750,brand a,2.9,3.8,1.0,yes,autumn,UK,"['Fiction', 'Fiction']",0.9
P8182,beauty,foundation,2691,brand d,4.8,3.1,0.63,no,autumn,Germany,['Perfume'],0.48
P8183,fitness,treadmill,2869,brand a,4.6,4.7,0.38,yes,summer,Germany,['Dumbbells'],0.91
P8184,electronics,laptop,2960,brand b,4.4,4.3,0.74,yes,spring,Canada,['Laptop'],0.16
P8185,fitness,resistance bands,3814,brand b,2.2,2.1,0.56,yes,winter,India,['Yoga Mat'],0.7
P8186,fashion,t-shirt,4406,brand d,2.1,2.5,0.11,no,spring,India,"['Jeans', 'Jeans']",1.0
P8187,books,non-fiction,1410,brand a,2.7,3.6,0.81,no,winter,India,"['Non-fiction', 'Non-fiction', 'Comics']",0.8
P8188,electronics,smartwatch,3881,brand c,3.8,3.5,0.79,no,spring,UK,['Laptop'],0.64
P8189,electronics,laptop,1122,brand d,4.7,2.5,0.67,yes,summer,UK,"['Headphones', 'Smartphone']",0.56
P8190,electronics,headphones,4312,brand c,3.5,2.5,0.67,no,spring,Canada,"['Headphones', 'Smartphone', 'Headphones']",0.81
P8191,fitness,yoga mat,2925,brand c,4.0,3.9,0.68,no,winter,India,"['Yoga Mat', 'Dumbbells']",0.91
P8192,home decor,lamp,1553,brand c,2.1,2.2,0.98,yes,winter,UK,['Wall Art'],0.8
P8193,home decor,wall art,2408,brand a,4.6,4.9,0.36,no,autumn,USA,"['Lamp', 'Lamp', 'Wall Art']",0.68
P8194,home decor,wall art,4403,brand a,5.0,3.1,0.65,no,winter,India,['Wall Art'],0.82
P8195,beauty,lipstick,3693,brand a,4.8,4.3,0.32,yes,autumn,USA,"['Foundation', 'Foundation']",0.15
P8196,fitness,treadmill,2681,brand c,4.9,2.5,0.71,yes,winter,Canada,"['Yoga Mat', 'Yoga Mat']",0.25
P8197,books,biography,547,brand a,2.2,2.9,0.04,no,autumn,UK,"['Comics', 'Fiction', 'Comics']",0.86
P8198,electronics,laptop,519,brand b,4.1,3.9,0.13,no,summer,Canada,['Headphones'],0.73
P8199,beauty,perfume,2421,brand c,3.1,2.4,0.22,no,winter,Germany,['Perfume'],0.47
P8200,fashion,jeans,1238,brand a,3.5,4.9,0.35,yes,spring,Germany,"['T-shirt', 'Shoes']",0.42
P8201,books,biography,3040,brand c,2.4,4.1,0.26,yes,autumn,USA,"['Fiction', 'Comics', 'Comics']",0.86
P8202,electronics,headphones,682,brand a,3.5,3.8,0.7,yes,spring,UK,"['Smartwatch', 'Headphones']",0.95
P8203,fashion,jacket,2885,brand b,3.8,4.2,0.14,no,summer,UK,"['Jacket', 'Jeans', 'Shoes']",0.25
P8204,fitness,yoga mat,4613,brand a,4.1,3.5,0.08,yes,autumn,USA,['Resistance Bands'],0.41
P8205,beauty,lipstick,2324,brand b,4.9,4.6,0.84,yes,spring,Germany,"['Perfume', 'Foundation']",0.38
P8206,fashion,jeans,4262,brand a,3.8,3.1,0.0,no,summer,UK,['Jeans'],0.29
P8207,home decor,wall art,1831,brand a,2.8,4.5,0.62,no,summer,Germany,['Wall Art'],0.78
P8208,books,comics,3097,brand b,2.3,4.7,0.77,no,summer,Canada,['Comics'],0.15
P8209,electronics,laptop,4528,brand b,3.8,4.0,0.01,yes,winter,India,"['Smartwatch', 'Smartwatch']",0.73
P8210,electronics,headphones,4329,brand b,5.0,2.2,0.86,no,autumn,UK,"['Laptop', 'Smartwatch']",0.86
P8211,books,comics,4808,brand d,3.8,2.1,0.05,yes,spring,India,"['Non-fiction', 'Non-fiction', 'Biography']",0.52
P8212,books,biography,3442,brand d,3.1,3.8,0.2,yes,summer,Canada,"['Non-fiction', 'Biography']",0.19
P8213,fitness,treadmill,3751,brand c,4.9,4.6,0.04,yes,spring,Canada,['Treadmill'],0.75
P8214,fitness,yoga mat,2227,brand b,3.2,3.6,0.1,yes,winter,India,"['Dumbbells', 'Resistance Bands', 'Treadmill']",0.26
P8215,home decor,curtains,2871,brand a,2.2,4.2,0.51,yes,spring,Germany,"['Curtains', 'Wall Art', 'Lamp']",0.12
P8216,books,comics,2332,brand a,3.7,3.4,0.16,yes,summer,UK,"['Non-fiction', 'Non-fiction', 'Biography']",0.22
P8217,fashion,t-shirt,4497,brand d,3.1,2.5,0.76,no,spring,India,"['T-shirt', 'Jacket']",0.65
P8218,fashion,shoes,762,brand a,2.2,3.8,0.9,yes,spring,India,"['Jacket', 'T-shirt']",0.32
P8219,fitness,treadmill,3837,brand a,4.0,4.0,0.93,yes,autumn,Germany,['Treadmill'],0.84
P8220,electronics,headphones,3907,brand c,4.2,2.9,0.73,no,autumn,USA,['Smartphone'],0.44
P8221,beauty,moisturizer,3714,brand a,4.5,2.5,0.79,yes,summer,UK,['Lipstick'],0.64
P8222,books,non-fiction,1001,brand a,3.7,3.8,0.67,yes,summer,India,"['Non-fiction', 'Non-fiction', 'Fiction']",0.69
P8223,fitness,resistance bands,938,brand d,3.5,4.8,0.52,no,summer,India,"['Treadmill', 'Yoga Mat', 'Treadmill']",0.48
P8224,fashion,jacket,4773,brand b,4.8,4.8,0.43,yes,summer,UK,"['Jacket', 'T-shirt', 'Jeans']",0.38
P8225,electronics,smartwatch,1404,brand c,4.4,3.5,0.87,no,winter,UK,['Laptop'],0.35
P8226,fashion,jeans,4557,brand a,5.0,3.0,0.42,no,spring,Canada,"['Shoes', 'Shoes']",0.29
P8227,beauty,lipstick,2919,brand c,3.9,4.9,0.4,yes,summer,USA,['Foundation'],0.23
P8228,fitness,yoga mat,901,brand d,3.8,2.1,0.74,yes,summer,India,['Treadmill'],0.38
P8229,books,fiction,3797,brand a,4.8,3.1,0.22,yes,winter,UK,"['Fiction', 'Fiction', 'Non-fiction']",0.55
P8230,home decor,curtains,3090,brand a,3.5,4.4,0.09,yes,autumn,India,"['Lamp', 'Lamp']",0.76
P8231,beauty,lipstick,1192,brand a,2.8,4.5,0.91,yes,winter,Germany,['Lipstick'],0.45
P8232,fashion,t-shirt,3359,brand a,4.8,2.3,0.87,yes,spring,Germany,"['Shoes', 'Jacket']",0.16
P8233,fashion,jacket,3842,brand d,3.9,3.5,0.5,no,autumn,Canada,"['T-shirt', 'T-shirt', 'Jacket']",0.36
P8234,fitness,dumbbells,2094,brand b,3.7,3.9,0.53,yes,autumn,UK,"['Dumbbells', 'Yoga Mat', 'Treadmill']",0.8
P8235,books,fiction,1860,brand d,4.9,4.3,0.25,no,winter,USA,"['Comics', 'Biography']",0.16
P8236,books,biography,2725,brand d,3.8,2.0,0.12,yes,spring,Canada,"['Comics', 'Non-fiction']",0.89
P8237,fashion,jeans,2412,brand a,4.9,3.0,0.42,no,autumn,UK,['T-shirt'],0.47
P8238,home decor,curtains,2468,brand a,4.0,2.5,0.51,no,winter,UK,"['Wall Art', 'Cushions']",0.79
P8239,home decor,cushions,1557,brand a,3.8,4.9,0.16,yes,winter,Canada,['Curtains'],0.66
P8240,fitness,resistance bands,395,brand d,2.6,4.2,0.12,yes,winter,UK,['Resistance Bands'],0.51
P8241,fashion,jeans,4270,brand c,4.3,2.0,0.82,no,winter,India,"['Jeans', 'Jacket', 'Jeans']",0.36
P8242,beauty,lipstick,1377,brand d,2.2,3.6,0.22,no,spring,USA,"['Lipstick', 'Moisturizer']",0.85
P8243,home decor,wall art,4701,brand b,4.5,2.4,0.22,no,winter,USA,"['Lamp', 'Cushions', 'Cushions']",0.96
P8244,electronics,headphones,4729,brand c,3.0,2.2,0.79,no,winter,USA,['Laptop'],0.6
P8245,books,comics,1904,brand a,4.1,2.4,0.06,no,summer,USA,"['Fiction', 'Comics']",0.91
P8246,electronics,laptop,2208,brand c,4.0,3.9,0.35,yes,autumn,Germany,"['Smartwatch', 'Smartphone']",0.15
P8247,fashion,shoes,1123,brand a,4.5,2.2,0.15,yes,spring,India,"['T-shirt', 'Shoes']",0.86
P8248,home decor,curtains,3371,brand c,2.1,4.0,0.51,no,summer,India,['Cushions'],0.54
P8249,beauty,foundation,2013,brand a,4.6,4.2,0.53,yes,winter,USA,['Lipstick'],0.4
P8250,electronics,laptop,3645,brand a,3.4,3.5,0.33,no,winter,India,"['Smartphone', 'Laptop']",0.46
P8251,books,fiction,2439,brand b,3.0,2.7,0.35,no,winter,Germany,"['Comics', 'Non-fiction']",0.89
P8252,beauty,lipstick,1743,brand c,2.6,4.1,0.92,no,summer,USA,"['Lipstick', 'Moisturizer']",0.98
P8253,books,non-fiction,4362,brand c,4.0,3.3,0.33,yes,summer,USA,['Biography'],0.32
P8254,electronics,laptop,3733,brand c,4.1,4.2,0.06,yes,spring,USA,"['Headphones', 'Laptop']",0.85
P8255,fashion,shoes,1701,brand c,3.5,2.8,0.91,yes,spring,India,"['T-shirt', 'Jeans']",0.97
P8256,home decor,cushions,4723,brand a,3.2,2.5,0.73,no,summer,Germany,"['Wall Art', 'Curtains']",0.2
P8257,fitness,resistance bands,1328,brand d,2.0,4.3,0.08,no,summer,USA,['Yoga Mat'],0.27
P8258,home decor,cushions,4637,brand a,3.0,4.2,0.14,yes,winter,Germany,"['Wall Art', 'Lamp', 'Lamp']",0.23
P8259,electronics,laptop,3650,brand d,2.7,3.9,0.89,no,autumn,UK,"['Smartwatch', 'Smartphone']",0.4
P8260,beauty,moisturizer,1182,brand a,3.9,2.4,0.02,no,summer,India,"['Moisturizer', 'Moisturizer']",0.58
P8261,fitness,yoga mat,1699,brand b,2.7,3.6,0.22,no,autumn,India,"['Treadmill', 'Dumbbells', 'Resistance Bands']",0.65
P8262,fashion,shoes,1550,brand d,2.3,2.4,0.7,yes,winter,India,['T-shirt'],0.29
P8263,books,non-fiction,452,brand d,2.5,2.1,0.76,no,winter,UK,"['Comics', 'Comics', 'Comics']",0.82
P8264,books,non-fiction,360,brand d,5.0,3.4,0.95,yes,autumn,USA,['Comics'],0.7
P8265,home decor,curtains,4850,brand d,3.3,2.8,0.76,yes,spring,UK,['Wall Art'],0.81
P8266,home decor,curtains,4398,brand d,2.4,4.6,0.52,no,autumn,USA,['Wall Art'],0.31
P8267,beauty,perfume,1704,brand d,4.7,4.6,0.39,no,summer,USA,"['Perfume', 'Moisturizer']",0.65
P8268,books,biography,3058,brand a,4.0,2.6,0.96,no,summer,USA,['Comics'],0.86
P8269,books,biography,1367,brand c,2.5,3.6,0.24,no,winter,Canada,"['Biography', 'Fiction', 'Biography']",0.77
P8270,books,fiction,4053,brand a,4.1,4.5,0.84,yes,spring,USA,['Non-fiction'],0.39
P8271,beauty,perfume,4942,brand a,4.0,4.8,0.06,no,summer,UK,"['Foundation', 'Foundation', 'Moisturizer']",0.23
P8272,fashion,jeans,382,brand d,2.9,4.8,0.3,no,summer,India,"['Jacket', 'Jacket', 'Jacket']",0.21
P8273,home decor,wall art,221,brand a,4.6,2.5,0.2,no,summer,Germany,"['Cushions', 'Cushions', 'Cushions']",0.9
P8274,beauty,lipstick,2465,brand c,3.1,4.4,0.69,no,autumn,Germany,"['Lipstick', 'Moisturizer', 'Perfume']",0.4
P8275,fashion,jeans,763,brand d,2.1,3.3,0.65,yes,winter,Canada,"['Jeans', 'Shoes']",0.55
P8276,electronics,smartwatch,4789,brand a,3.6,3.0,0.65,yes,spring,India,"['Smartwatch', 'Headphones']",0.64
P8277,beauty,perfume,3966,brand a,4.4,3.3,0.17,no,summer,UK,"['Foundation', 'Lipstick', 'Perfume']",0.86
P8278,electronics,smartphone,4948,brand b,4.9,3.5,0.69,no,summer,Canada,"['Smartphone', 'Smartwatch', 'Smartphone']",0.47
P8279,fitness,resistance bands,2843,brand d,2.4,4.9,0.22,yes,autumn,Canada,"['Resistance Bands', 'Dumbbells']",0.58
P8280,fashion,shoes,534,brand c,2.6,3.3,0.13,no,summer,Germany,"['T-shirt', 'T-shirt', 'T-shirt']",0.96
P8281,electronics,headphones,2278,brand a,2.2,2.3,0.22,yes,winter,UK,"['Headphones', 'Headphones']",0.6
P8282,electronics,headphones,1497,brand d,2.3,4.0,0.03,no,spring,Germany,['Headphones'],0.37
P8283,electronics,smartphone,3065,brand d,3.3,2.3,0.37,no,summer,Canada,"['Smartwatch', 'Laptop']",0.66
P8284,books,non-fiction,3557,brand d,4.1,2.6,0.57,yes,summer,Germany,"['Biography', 'Comics']",0.89
P8285,electronics,smartphone,2331,brand a,3.2,2.1,0.21,yes,summer,USA,"['Smartwatch', 'Smartphone', 'Smartwatch']",0.17
P8286,fashion,jeans,587,brand d,3.4,2.7,0.85,yes,winter,UK,['Jacket'],0.71
P8287,fitness,resistance bands,3349,brand c,3.5,4.5,0.9,yes,winter,Canada,"['Treadmill', 'Dumbbells', 'Resistance Bands']",0.54
P8288,beauty,perfume,3147,brand b,5.0,4.5,0.74,yes,summer,UK,"['Perfume', 'Moisturizer']",0.93
P8289,home decor,wall art,1269,brand c,4.4,3.4,0.99,yes,autumn,USA,"['Lamp', 'Wall Art', 'Wall Art']",0.71
P8290,home decor,curtains,1558,brand a,4.5,3.7,0.78,no,autumn,Canada,"['Curtains', 'Cushions']",0.11
P8291,fitness,treadmill,1001,brand b,3.9,2.3,0.69,yes,spring,Germany,['Resistance Bands'],0.5
P8292,home decor,curtains,3341,brand a,3.8,2.1,0.53,yes,autumn,UK,['Cushions'],0.97
P8293,electronics,headphones,1684,brand d,3.9,2.4,0.81,yes,winter,UK,['Laptop'],0.72
P8294,electronics,smartwatch,3553,brand b,4.7,2.6,0.25,no,winter,India,['Headphones'],0.7
P8295,fitness,treadmill,605,brand b,4.7,3.5,0.35,no,autumn,USA,"['Resistance Bands', 'Resistance Bands']",0.82
P8296,fashion,jacket,2687,brand b,3.0,4.5,0.63,yes,spring,USA,"['Shoes', 'T-shirt']",0.72
P8297,fitness,treadmill,2863,brand d,4.7,4.9,0.34,yes,autumn,UK,['Treadmill'],0.54
P8298,books,biography,1178,brand a,4.3,3.9,0.1,yes,summer,Germany,"['Fiction', 'Fiction']",0.45
P8299,beauty,moisturizer,2650,brand b,3.6,4.3,0.91,no,autumn,Canada,['Moisturizer'],0.52
P8300,fashion,shoes,802,brand a,2.8,2.3,0.01,no,spring,Canada,['Jeans'],0.12
P8301,electronics,smartphone,1795,brand d,3.5,4.9,0.56,yes,winter,Germany,"['Smartwatch', 'Smartphone', 'Laptop']",0.18
P8302,home decor,cushions,4955,brand c,3.2,2.9,0.98,yes,summer,USA,['Wall Art'],0.97
P8303,beauty,perfume,4941,brand b,4.9,2.7,0.39,yes,summer,Canada,['Foundation'],0.51
P8304,home decor,cushions,4600,brand d,4.6,4.0,0.74,no,spring,USA,['Cushions'],0.64
P8305,electronics,smartphone,2966,brand a,3.8,4.4,0.77,yes,autumn,UK,"['Smartwatch', 'Laptop']",0.51
P8306,beauty,perfume,3997,brand a,3.4,3.3,0.48,yes,spring,India,"['Foundation', 'Perfume']",0.94
P8307,fashion,jeans,1296,brand b,3.9,4.3,0.51,yes,summer,USA,"['Jacket', 'Shoes']",0.99
P8308,electronics,headphones,897,brand c,4.8,4.3,0.92,yes,autumn,Germany,['Smartwatch'],0.96
P8309,electronics,smartphone,3732,brand c,4.7,4.5,0.74,yes,winter,Canada,"['Laptop', 'Smartphone', 'Laptop']",0.54
P8310,beauty,lipstick,2088,brand b,2.7,4.2,0.25,yes,winter,Germany,['Foundation'],0.17
P8311,fitness,dumbbells,3737,brand c,2.2,4.6,0.88,no,autumn,Germany,"['Resistance Bands', 'Yoga Mat']",0.22
P8312,home decor,curtains,258,brand b,4.6,2.6,0.81,no,summer,USA,"['Cushions', 'Cushions', 'Curtains']",0.87
P8313,home decor,lamp,543,brand d,3.7,2.9,0.67,yes,spring,Germany,"['Lamp', 'Curtains', 'Curtains']",0.5
P8314,beauty,lipstick,2746,brand b,3.1,2.3,0.28,yes,autumn,USA,['Lipstick'],0.53
P8315,fitness,dumbbells,3535,brand d,2.4,4.9,0.72,yes,summer,Germany,"['Treadmill', 'Resistance Bands', 'Treadmill']",0.53
P8316,books,non-fiction,4202,brand c,4.1,4.3,0.54,no,winter,Canada,['Fiction'],0.78
P8317,home decor,wall art,3146,brand c,2.3,2.6,0.49,yes,spring,Germany,"['Curtains', 'Cushions']",0.35
P8318,electronics,smartwatch,4747,brand b,4.5,2.6,0.55,no,spring,Canada,"['Smartwatch', 'Headphones', 'Smartwatch']",0.56
P8319,fashion,jeans,1137,brand d,3.6,3.2,0.33,no,summer,Germany,"['T-shirt', 'Shoes', 'T-shirt']",0.57
P8320,beauty,foundation,2919,brand b,2.8,3.8,0.01,no,autumn,UK,"['Perfume', 'Lipstick', 'Perfume']",0.97
P8321,beauty,perfume,330,brand a,4.2,4.3,0.56,yes,summer,USA,"['Lipstick', 'Foundation', 'Perfume']",0.62
P8322,fitness,yoga mat,2110,brand d,2.7,4.9,0.54,yes,summer,UK,"['Treadmill', 'Yoga Mat']",0.46
P8323,fitness,yoga mat,3344,brand d,3.4,2.3,0.66,yes,spring,India,"['Resistance Bands', 'Treadmill', 'Yoga Mat']",0.45
P8324,electronics,headphones,374,brand c,2.7,2.3,0.57,no,winter,Canada,"['Smartwatch', 'Smartwatch']",0.95
P8325,fashion,jacket,2655,brand b,4.8,2.3,0.16,no,winter,USA,"['Jeans', 'T-shirt', 'Jacket']",0.76
P8326,fitness,dumbbells,2998,brand a,2.3,3.1,0.39,no,winter,India,"['Resistance Bands', 'Treadmill']",0.68
P8327,books,biography,676,brand d,3.2,2.9,0.24,yes,spring,India,"['Biography', 'Fiction']",0.37
P8328,fashion,jeans,1346,brand a,3.2,2.3,0.2,no,winter,USA,"['Jacket', 'Jeans']",0.23
P8329,fitness,resistance bands,1665,brand a,2.5,4.8,0.1,no,winter,USA,"['Dumbbells', 'Resistance Bands', 'Yoga Mat']",0.97
P8330,electronics,smartphone,4017,brand b,3.4,2.7,0.15,yes,winter,USA,"['Smartwatch', 'Smartphone', 'Smartwatch']",0.26
P8331,beauty,lipstick,1085,brand a,3.4,3.0,0.44,no,summer,India,['Foundation'],0.71
P8332,electronics,smartwatch,4731,brand d,3.2,3.9,0.67,yes,winter,USA,"['Smartwatch', 'Headphones']",0.75
P8333,home decor,cushions,3038,brand c,4.7,4.0,0.96,no,summer,UK,"['Cushions', 'Curtains', 'Cushions']",0.37
P8334,beauty,lipstick,2414,brand d,3.1,4.5,0.58,yes,winter,UK,"['Moisturizer', 'Moisturizer']",0.47
P8335,books,biography,4114,brand c,2.7,3.1,0.49,no,spring,Germany,"['Comics', 'Comics']",0.69
P8336,fashion,jacket,1301,brand c,3.7,4.4,0.44,no,summer,Germany,"['Jacket', 'T-shirt', 'Jeans']",0.66
P8337,beauty,moisturizer,3208,brand b,2.3,2.0,0.46,yes,winter,India,"['Moisturizer', 'Foundation', 'Moisturizer']",0.69
P8338,home decor,wall art,4802,brand c,3.5,3.7,0.73,no,summer,Germany,"['Curtains', 'Curtains']",0.62
P8339,books,fiction,462,brand b,3.7,3.9,0.38,no,spring,UK,['Comics'],0.26
P8340,home decor,cushions,1144,brand a,5.0,2.3,0.48,yes,winter,USA,['Curtains'],0.75
P8341,home decor,cushions,2056,brand d,3.1,2.4,0.69,no,autumn,Germany,"['Cushions', 'Lamp', 'Wall Art']",0.85
P8342,fitness,resistance bands,1501,brand d,2.1,2.8,0.52,yes,winter,India,"['Resistance Bands', 'Dumbbells', 'Treadmill']",0.83
P8343,fashion,shoes,2856,brand a,4.9,4.6,0.0,no,winter,India,['T-shirt'],0.87
P8344,fitness,dumbbells,2998,brand d,4.2,2.6,0.55,no,autumn,Germany,['Treadmill'],0.16
P8345,home decor,cushions,4330,brand b,3.8,3.6,0.69,no,spring,Canada,"['Wall Art', 'Lamp', 'Curtains']",0.54
P8346,home decor,curtains,2946,brand d,4.6,2.8,0.55,yes,autumn,Germany,['Cushions'],0.91
P8347,home decor,curtains,3710,brand a,3.6,3.5,0.37,no,spring,USA,['Cushions'],0.65
P8348,beauty,moisturizer,1675,brand a,2.6,2.2,0.78,yes,summer,Germany,['Moisturizer'],0.64
P8349,home decor,curtains,2586,brand b,2.2,2.7,0.94,yes,summer,Germany,"['Cushions', 'Cushions']",0.31
P8350,books,fiction,1782,brand b,4.4,3.9,0.01,no,spring,UK,"['Fiction', 'Biography']",0.54
P8351,beauty,moisturizer,1030,brand b,4.4,2.2,0.73,no,autumn,UK,"['Moisturizer', 'Foundation', 'Foundation']",0.55
P8352,beauty,foundation,1716,brand b,2.3,3.8,0.49,no,spring,Germany,"['Moisturizer', 'Lipstick', 'Foundation']",0.8
P8353,home decor,curtains,4340,brand d,3.8,3.6,0.28,yes,winter,Canada,"['Curtains', 'Wall Art', 'Cushions']",0.44
P8354,books,biography,4768,brand c,2.7,4.2,0.24,yes,summer,UK,"['Fiction', 'Non-fiction', 'Non-fiction']",0.47
P8355,beauty,foundation,1860,brand a,4.6,3.2,0.81,yes,spring,UK,"['Moisturizer', 'Lipstick', 'Foundation']",0.23
P8356,beauty,foundation,1219,brand a,3.7,4.4,0.14,yes,autumn,Canada,"['Moisturizer', 'Perfume']",0.33
P8357,books,biography,196,brand a,3.9,3.1,0.2,no,summer,UK,"['Non-fiction', 'Biography', 'Comics']",0.91
P8358,electronics,laptop,905,brand d,4.4,4.5,0.39,no,autumn,India,['Headphones'],0.91
P8359,beauty,moisturizer,3334,brand d,3.7,3.6,0.95,no,summer,Germany,"['Lipstick', 'Perfume']",0.47
P8360,fitness,treadmill,4531,brand d,5.0,4.5,0.64,no,summer,Canada,['Yoga Mat'],0.26
P8361,fashion,jeans,2975,brand a,3.6,4.6,0.29,yes,autumn,Canada,"['Jacket', 'Shoes', 'T-shirt']",0.54
P8362,fashion,t-shirt,3244,brand c,3.2,2.2,0.02,no,autumn,USA,['Jacket'],0.27
P8363,electronics,smartphone,3304,brand d,3.7,3.0,0.7,no,summer,USA,"['Smartphone', 'Smartphone']",0.92
P8364,electronics,smartphone,1893,brand b,3.8,2.8,0.56,yes,summer,Canada,"['Laptop', 'Smartwatch', 'Laptop']",0.15
P8365,electronics,laptop,2431,brand a,3.6,3.1,0.28,yes,spring,USA,['Laptop'],0.14
P8366,fashion,t-shirt,4970,brand a,2.7,2.8,0.08,no,spring,India,"['Jacket', 'Jacket', 'T-shirt']",0.2
P8367,home decor,lamp,3185,brand d,3.1,2.6,0.54,yes,winter,USA,['Curtains'],0.94
P8368,electronics,smartwatch,438,brand d,4.3,4.2,0.97,yes,winter,USA,"['Smartwatch', 'Smartwatch']",0.63
P8369,fitness,dumbbells,1748,brand d,3.9,2.8,0.66,no,winter,Canada,['Yoga Mat'],0.89
P8370,home decor,cushions,2453,brand c,2.2,2.8,0.38,yes,winter,UK,"['Lamp', 'Lamp']",0.79
P8371,home decor,curtains,2782,brand b,4.5,4.1,0.83,yes,autumn,India,"['Lamp', 'Lamp']",0.54
P8372,beauty,moisturizer,2905,brand a,4.7,4.1,0.02,no,winter,Canada,"['Foundation', 'Perfume']",0.45
P8373,books,biography,1618,brand c,4.1,2.5,0.82,no,winter,Germany,"['Comics', 'Fiction']",0.15
P8374,fashion,jacket,4155,brand d,2.5,4.9,0.69,yes,spring,UK,"['T-shirt', 'Shoes', 'Jacket']",0.85
P8375,books,fiction,4835,brand d,3.8,2.8,0.39,no,autumn,Canada,"['Fiction', 'Comics']",0.26
P8376,home decor,curtains,1554,brand c,2.4,4.1,0.72,no,spring,UK,"['Curtains', 'Curtains']",0.32
P8377,electronics,headphones,269,brand a,2.3,4.3,0.66,no,spring,USA,"['Headphones', 'Smartphone', 'Headphones']",0.8
P8378,beauty,moisturizer,1821,brand a,2.2,4.3,0.81,no,autumn,USA,['Perfume'],0.21
P8379,books,biography,4640,brand d,4.6,3.0,0.73,yes,autumn,India,"['Biography', 'Fiction', 'Non-fiction']",0.37
P8380,fitness,dumbbells,2212,brand a,2.1,3.2,0.83,yes,autumn,Germany,['Treadmill'],0.86
P8381,home decor,wall art,3104,brand c,4.8,5.0,0.95,yes,winter,USA,"['Curtains', 'Curtains']",0.92
P8382,fashion,jacket,4415,brand b,4.7,4.9,0.17,no,winter,UK,"['T-shirt', 'T-shirt']",0.64
P8383,books,fiction,582,brand b,2.7,4.8,0.27,yes,spring,UK,"['Non-fiction', 'Biography']",0.73
P8384,home decor,cushions,2818,brand b,4.7,4.2,0.5,no,autumn,Canada,"['Curtains', 'Cushions', 'Wall Art']",0.73
P8385,books,fiction,4622,brand d,2.9,4.7,0.63,no,summer,Canada,"['Biography', 'Comics', 'Comics']",0.38
P8386,beauty,lipstick,4828,brand b,4.9,4.9,0.03,yes,spring,India,['Perfume'],0.32
P8387,fashion,t-shirt,4218,brand a,3.4,2.6,0.61,yes,spring,UK,"['Jeans', 'Jacket']",0.99
P8388,home decor,lamp,2279,brand b,4.0,3.6,0.92,no,winter,USA,"['Curtains', 'Wall Art']",0.83
P8389,electronics,smartphone,1413,brand b,2.7,2.3,0.92,yes,winter,India,"['Headphones', 'Smartphone']",0.63
P8390,electronics,smartwatch,4926,brand d,3.3,2.7,0.21,no,winter,USA,"['Laptop', 'Laptop']",0.11
P8391,electronics,headphones,2530,brand c,4.6,3.2,0.17,no,winter,Germany,['Smartwatch'],0.84
P8392,home decor,wall art,3310,brand a,5.0,3.0,0.42,yes,summer,USA,"['Curtains', 'Curtains']",0.22
