Customer_ID,Age,Gender,Location,Browsing_History,Purchase_History,Customer_Segment,Avg_Order_Value,Holiday,Season
C4985,38,male,chennai,['Electronics'],['Smartwatch'],new visitor,4900.89,no,spring
C4986,50,female,bangalore,"['Fashion', 'Fitness']","['T-shirt', 'Resistance Bands']",frequent buyer,2613.05,no,spring
C4987,44,female,delhi,"['Fashion', 'Electronics', 'Beauty']","['Jacket', 'Smartwatch', 'Lipstick']",occasional shopper,4859.41,no,summer
C4988,52,other,chennai,"['Beauty', 'Fitness', 'Fashion']","['Moisturizer', 'Dumbbells', 'Jacket']",new visitor,4218.44,yes,spring
C4989,52,female,delhi,"['Fitness', 'Beauty', 'Fashion']","['Dumbbells', 'Moisturizer', 'Jacket']",occasional shopper,2323.62,yes,winter
C4990,42,female,delhi,"['Beauty', 'Fitness']","['Perfume', 'Resistance Bands']",occasional shopper,2723.56,no,winter
C4991,29,male,kolkata,"['Beauty', 'Fashion', 'Electronics']","['Perfume', 'T-shirt', 'Headphones']",frequent buyer,3157.1,yes,spring
C4992,47,other,chennai,"['Fitness', 'Fashion']","['Treadmill', 'Shoes']",frequent buyer,2230.68,yes,winter
C4993,57,male,bangalore,['Electronics'],['Laptop'],occasional shopper,2415.85,yes,spring
C4994,58,female,delhi,"['Electronics', 'Home Decor']","['Headphones', 'Curtains']",new visitor,3578.81,no,spring
C4995,55,female,bangalore,"['Electronics', 'Home Decor']","['Laptop', 'Cushions']",frequent buyer,3182.16,yes,spring
C4996,18,female,delhi,['Electronics'],['Smartwatch'],occasional shopper,1773.51,yes,winter
C4997,31,female,chennai,"['Home Decor', 'Electronics']","['Wall Art', 'Smartwatch']",occasional shopper,3896.78,no,summer
C4998,46,other,bangalore,"['Beauty', 'Books']","['Foundation', 'Comics']",frequent buyer,2828.87,no,autumn
C4999,32,other,chennai,"['Home Decor', 'Fashion']","['Cushions', 'T-shirt']",frequent buyer,1735.54,no,spring
C5000,34,female,bangalore,"['Beauty', 'Fashion']","['Lipstick', 'T-shirt']",frequent buyer,4061.05,yes,autumn
C5001,48,male,mumbai,"['Fashion', 'Beauty', 'Electronics']","['Jacket', 'Moisturizer', 'Smartwatch']",new visitor,3006.84,no,winter
C5002,27,other,bangalore,"['Home Decor', 'Fashion']","['Wall Art', 'Shoes']",frequent buyer,3638.76,yes,autumn
C5003,59,other,bangalore,['Books'],['Comics'],occasional shopper,2630.34,no,winter
C5004,42,male,delhi,"['Beauty', 'Fashion', 'Books']","['Lipstick', 'Jacket', 'Fiction']",new visitor,4159.14,no,autumn
C5005,46,other,bangalore,['Beauty'],['Lipstick'],occasional shopper,2027.98,no,winter
C5006,29,male,chennai,"['Fitness', 'Fashion', 'Electronics']","['Dumbbells', 'Shoes', 'Smartwatch']",new visitor,663.15,no,summer
C5007,57,other,kolkata,"['Books', 'Fitness', 'Beauty']","['Biography', 'Dumbbells', 'Foundation']",new visitor,624.65,no,summer
C5008,46,male,chennai,"['Fitness', 'Home Decor', 'Books']","['Resistance Bands', 'Curtains', 'Non-fiction']",new visitor,3951.44,no,summer
C5009,36,male,bangalore,"['Beauty', 'Fashion']","['Moisturizer', 'Jacket']",frequent buyer,3022.02,yes,winter
C5010,23,female,bangalore,"['Home Decor', 'Fashion', 'Beauty']","['Cushions', 'T-shirt', 'Perfume']",occasional shopper,1716.58,no,winter
C5011,34,female,delhi,"['Home Decor', 'Fashion']","['Curtains', 'Jacket']",occasional shopper,4786.25,yes,summer
C5012,19,male,mumbai,"['Fashion', 'Home Decor', 'Books']","['Shoes', 'Curtains', 'Biography']",occasional shopper,3108.34,yes,spring
C5013,46,female,chennai,['Books'],['Biography'],new visitor,4684.73,yes,autumn
C5014,57,male,delhi,"['Home Decor', 'Fitness', 'Beauty']","['Wall Art', 'Treadmill', 'Foundation']",frequent buyer,1837.51,yes,autumn
C5015,36,female,chennai,"['Home Decor', 'Fitness']","['Cushions', 'Resistance Bands']",occasional shopper,738.02,yes,winter
C5016,42,male,bangalore,['Fashion'],['Jacket'],frequent buyer,4843.1,yes,winter
C5017,40,female,chennai,"['Fitness', 'Electronics']","['Yoga Mat', 'Smartphone']",frequent buyer,1759.71,no,winter
C5018,33,female,chennai,"['Electronics', 'Beauty']","['Smartphone', 'Perfume']",new visitor,3243.72,yes,summer
C5019,50,other,bangalore,['Beauty'],['Perfume'],frequent buyer,3480.27,yes,winter
C5020,37,female,delhi,['Fitness'],['Yoga Mat'],occasional shopper,1874.22,yes,summer
C5021,34,other,bangalore,"['Fitness', 'Electronics']","['Yoga Mat', 'Smartphone']",occasional shopper,3516.69,no,summer
C5022,32,other,kolkata,['Beauty'],['Moisturizer'],occasional shopper,1150.71,yes,summer
C5023,35,female,kolkata,['Books'],['Biography'],new visitor,4176.75,yes,summer
C5024,38,female,bangalore,"['Electronics', 'Fashion']","['Smartwatch', 'Jacket']",new visitor,4417.01,yes,summer
C5025,18,other,kolkata,['Books'],['Comics'],occasional shopper,960.79,no,spring
C5026,39,female,kolkata,"['Fashion', 'Electronics']","['Jeans', 'Laptop']",frequent buyer,2169.65,no,summer
C5027,28,male,bangalore,"['Books', 'Beauty', 'Fashion']","['Comics', 'Lipstick', 'T-shirt']",frequent buyer,4981.29,no,winter
C5028,19,female,delhi,"['Fitness', 'Books']","['Resistance Bands', 'Comics']",occasional shopper,3595.12,yes,spring
C5029,22,female,bangalore,['Electronics'],['Laptop'],frequent buyer,4499.6,yes,spring
C5030,26,other,mumbai,"['Beauty', 'Fitness', 'Fashion']","['Lipstick', 'Treadmill', 'Shoes']",frequent buyer,1120.96,no,winter
C5031,38,male,kolkata,['Fashion'],['Jeans'],occasional shopper,1156.97,no,summer
C5032,22,female,chennai,"['Books', 'Home Decor']","['Biography', 'Wall Art']",frequent buyer,3385.25,yes,summer
C5033,33,male,delhi,['Electronics'],['Smartphone'],occasional shopper,3954.82,no,autumn
C5034,34,female,bangalore,"['Fashion', 'Fitness']","['Jeans', 'Treadmill']",new visitor,4195.38,no,winter
C5035,52,female,mumbai,"['Books', 'Beauty', 'Electronics']","['Biography', 'Lipstick', 'Laptop']",new visitor,1277.36,no,winter
C5036,24,male,delhi,['Electronics'],['Smartphone'],occasional shopper,2632.1,yes,spring
C5037,47,male,mumbai,['Fashion'],['Jeans'],occasional shopper,2433.83,no,spring
C5038,44,female,bangalore,"['Electronics', 'Fitness']","['Headphones', 'Resistance Bands']",new visitor,2782.15,no,spring
C5039,47,female,chennai,"['Books', 'Fitness']","['Non-fiction', 'Resistance Bands']",occasional shopper,4804.12,no,winter
C5040,43,female,bangalore,['Home Decor'],['Lamp'],occasional shopper,775.16,yes,summer
C5041,37,male,bangalore,"['Fashion', 'Beauty']","['Jacket', 'Foundation']",frequent buyer,1880.27,no,summer
C5042,34,male,delhi,"['Electronics', 'Fashion']","['Smartphone', 'Jacket']",frequent buyer,2973.61,no,winter
C5043,52,other,bangalore,['Fitness'],['Treadmill'],occasional shopper,3313.98,yes,summer
C5044,28,other,mumbai,"['Books', 'Electronics', 'Beauty']","['Comics', 'Laptop', 'Lipstick']",new visitor,4580.11,yes,summer
C5045,33,male,delhi,"['Fashion', 'Electronics']","['Jacket', 'Smartphone']",occasional shopper,2461.53,yes,spring
C5046,51,male,chennai,['Fitness'],['Yoga Mat'],frequent buyer,4130.65,no,autumn
C5047,29,female,kolkata,"['Fashion', 'Home Decor']","['Jacket', 'Curtains']",new visitor,2196.6,yes,winter
C5048,47,female,bangalore,['Fashion'],['Jacket'],frequent buyer,2101.23,yes,winter
C5049,22,female,bangalore,"['Fashion', 'Books']","['Jacket', 'Fiction']",new visitor,4405.37,no,winter
C5050,24,female,mumbai,['Fashion'],['Jeans'],frequent buyer,4719.88,no,autumn
C5051,54,female,kolkata,"['Electronics', 'Fitness']","['Headphones', 'Treadmill']",frequent buyer,3405.22,yes,summer
C5052,60,other,chennai,"['Home Decor', 'Electronics']","['Wall Art', 'Headphones']",frequent buyer,4008.04,yes,autumn
C5053,30,female,kolkata,"['Fashion', 'Electronics', 'Books']","['Shoes', 'Headphones', 'Comics']",frequent buyer,872.02,yes,autumn
C5054,38,male,bangalore,['Beauty'],['Foundation'],occasional shopper,1029.78,yes,summer
C5055,57,female,delhi,"['Fitness', 'Home Decor']","['Treadmill', 'Wall Art']",frequent buyer,3935.89,no,winter
C5056,59,male,delhi,"['Beauty', 'Books', 'Fitness']","['Foundation', 'Comics', 'Dumbbells']",frequent buyer,2251.53,yes,summer
C5057,36,female,kolkata,['Beauty'],['Lipstick'],occasional shopper,3266.1,no,autumn
C5058,42,female,bangalore,['Fashion'],['T-shirt'],frequent buyer,1129.78,no,summer
C5059,46,female,delhi,"['Fitness', 'Fashion']","['Treadmill', 'Jacket']",new visitor,723.13,no,spring
C5060,33,female,delhi,"['Beauty', 'Home Decor', 'Electronics']","['Moisturizer', 'Curtains', 'Smartphone']",new visitor,4474.66,no,winter
C5061,36,female,bangalore,"['Home Decor', 'Fashion', 'Beauty']","['Lamp', 'Jeans', 'Lipstick']",occasional shopper,2490.02,yes,summer
C5062,39,female,chennai,"['Electronics', 'Home Decor', 'Books']","['Laptop', 'Cushions', 'Biography']",frequent buyer,766.63,yes,winter
C5063,18,male,delhi,['Beauty'],['Foundation'],occasional shopper,807.95,yes,spring
C5064,52,other,delhi,['Electronics'],['Smartwatch'],occasional shopper,2502.12,yes,spring
C5065,32,other,delhi,['Electronics'],['Smartwatch'],occasional shopper,1706.33,no,winter
C5066,18,male,chennai,"['Fitness', 'Home Decor']","['Dumbbells', 'Lamp']",frequent buyer,1465.77,no,spring
C5067,40,other,kolkata,"['Home Decor', 'Electronics', 'Beauty']","['Curtains', 'Laptop', 'Foundation']",frequent buyer,1243.62,yes,winter
C5068,60,other,chennai,"['Fitness', 'Beauty', 'Home Decor']","['Treadmill', 'Lipstick', 'Cushions']",new visitor,1321.98,no,spring
C5069,33,other,kolkata,"['Fashion', 'Books', 'Fitness']","['T-shirt', 'Comics', 'Dumbbells']",occasional shopper,797.03,no,summer
C5070,57,female,delhi,"['Books', 'Home Decor', 'Fashion']","['Fiction', 'Cushions', 'T-shirt']",new visitor,999.34,yes,spring
C5071,27,male,bangalore,"['Home Decor', 'Beauty', 'Books']","['Curtains', 'Moisturizer', 'Fiction']",new visitor,2513.18,no,winter
C5072,40,male,bangalore,"['Beauty', 'Fashion', 'Home Decor']","['Perfume', 'Jeans', 'Wall Art']",frequent buyer,2959.04,no,autumn
C5073,49,male,bangalore,"['Beauty', 'Electronics', 'Books']","['Moisturizer', 'Smartphone', 'Non-fiction']",occasional shopper,4789.2,yes,summer
C5074,59,female,kolkata,['Beauty'],['Perfume'],occasional shopper,4617.2,no,spring
C5075,33,female,kolkata,"['Fashion', 'Electronics', 'Fitness']","['T-shirt', 'Headphones', 'Yoga Mat']",new visitor,4802.74,no,winter
C5076,20,other,chennai,['Home Decor'],['Cushions'],occasional shopper,2979.87,yes,spring
C5077,42,female,kolkata,"['Books', 'Beauty']","['Fiction', 'Moisturizer']",occasional shopper,3909.61,no,summer
C5078,52,male,kolkata,"['Beauty', 'Electronics', 'Fitness']","['Moisturizer', 'Smartwatch', 'Dumbbells']",frequent buyer,2148.44,yes,autumn
C5079,44,male,delhi,"['Fitness', 'Beauty', 'Home Decor']","['Dumbbells', 'Perfume', 'Curtains']",frequent buyer,2323.5,yes,autumn
C5080,46,female,mumbai,"['Fitness', 'Fashion']","['Yoga Mat', 'Jacket']",occasional shopper,1776.62,no,winter
C5081,32,male,mumbai,"['Books', 'Electronics', 'Home Decor']","['Comics', 'Smartwatch', 'Cushions']",frequent buyer,3616.29,no,autumn
C5082,44,other,mumbai,"['Books', 'Home Decor']","['Biography', 'Wall Art']",frequent buyer,741.0,yes,autumn
C5083,32,male,chennai,['Fitness'],['Dumbbells'],new visitor,1065.36,no,spring
C5084,42,male,mumbai,"['Fashion', 'Fitness', 'Home Decor']","['Jacket', 'Treadmill', 'Lamp']",new visitor,4680.56,yes,autumn
C5085,42,other,chennai,"['Beauty', 'Fitness']","['Lipstick', 'Dumbbells']",new visitor,682.23,no,autumn
C5086,28,female,delhi,"['Electronics', 'Fashion']","['Smartwatch', 'T-shirt']",frequent buyer,2429.89,yes,winter
C5087,36,female,bangalore,['Books'],['Non-fiction'],frequent buyer,3547.54,yes,spring
C5088,55,female,bangalore,"['Fashion', 'Beauty']","['T-shirt', 'Moisturizer']",new visitor,1674.18,no,winter
C5089,60,other,mumbai,"['Beauty', 'Fashion', 'Electronics']","['Moisturizer', 'Jeans', 'Laptop']",new visitor,2217.28,yes,spring
C5090,27,other,chennai,['Home Decor'],['Curtains'],occasional shopper,1621.96,yes,summer
C5091,46,male,mumbai,"['Beauty', 'Books', 'Fashion']","['Foundation', 'Comics', 'Jacket']",frequent buyer,777.43,no,autumn
C5092,55,other,bangalore,"['Electronics', 'Fashion']","['Smartphone', 'Jeans']",occasional shopper,3430.6,no,spring
C5093,50,female,delhi,['Fitness'],['Resistance Bands'],new visitor,2024.48,yes,summer
C5094,28,male,mumbai,"['Beauty', 'Fashion']","['Moisturizer', 'T-shirt']",frequent buyer,1735.77,yes,autumn
C5095,30,female,chennai,"['Fitness', 'Books']","['Treadmill', 'Comics']",occasional shopper,1539.22,no,summer
C5096,51,other,mumbai,"['Electronics', 'Beauty', 'Fitness']","['Smartwatch', 'Moisturizer', 'Treadmill']",occasional shopper,1541.81,no,summer
C5097,57,other,delhi,"['Electronics', 'Books', 'Fashion']","['Laptop', 'Fiction', 'Shoes']",occasional shopper,4813.38,yes,spring
C5098,59,male,kolkata,['Books'],['Biography'],frequent buyer,2274.07,no,spring
C5099,42,other,mumbai,"['Beauty', 'Electronics', 'Home Decor']","['Perfume', 'Smartphone', 'Curtains']",occasional shopper,4955.26,no,autumn
C5100,48,other,delhi,"['Books', 'Beauty']","['Comics', 'Lipstick']",frequent buyer,4294.26,yes,winter
C5101,49,male,bangalore,"['Home Decor', 'Fashion', 'Fitness']","['Cushions', 'Shoes', 'Resistance Bands']",new visitor,4179.49,no,summer
C5102,34,male,bangalore,"['Home Decor', 'Books', 'Electronics']","['Lamp', 'Biography', 'Headphones']",occasional shopper,2326.16,yes,spring
C5103,51,other,delhi,['Beauty'],['Perfume'],frequent buyer,690.39,no,summer
C5104,49,other,kolkata,"['Home Decor', 'Beauty', 'Books']","['Wall Art', 'Perfume', 'Biography']",new visitor,3325.96,no,winter
C5105,59,other,bangalore,"['Home Decor', 'Electronics']","['Curtains', 'Smartwatch']",new visitor,1617.39,yes,spring
C5106,37,male,kolkata,['Fitness'],['Treadmill'],new visitor,4053.11,no,autumn
C5107,43,other,mumbai,"['Fashion', 'Books', 'Home Decor']","['Jacket', 'Fiction', 'Curtains']",frequent buyer,2447.81,no,winter
C5108,20,male,chennai,['Electronics'],['Smartwatch'],new visitor,2370.79,no,autumn
C5109,53,male,mumbai,"['Electronics', 'Fitness']","['Headphones', 'Treadmill']",frequent buyer,4025.16,no,winter
C5110,36,male,delhi,"['Electronics', 'Fitness', 'Home Decor']","['Smartwatch', 'Dumbbells', 'Wall Art']",occasional shopper,4685.17,no,spring
C5111,53,female,delhi,['Fitness'],['Treadmill'],occasional shopper,4172.57,no,autumn
C5112,29,other,kolkata,"['Electronics', 'Fitness', 'Books']","['Headphones', 'Treadmill', 'Non-fiction']",occasional shopper,2103.78,no,winter
C5113,23,male,chennai,"['Home Decor', 'Electronics']","['Curtains', 'Headphones']",frequent buyer,4391.48,yes,summer
C5114,21,female,kolkata,['Fashion'],['T-shirt'],new visitor,1342.57,no,summer
C5115,51,other,kolkata,['Books'],['Biography'],new visitor,4634.05,yes,autumn
C5116,53,female,mumbai,"['Home Decor', 'Beauty', 'Electronics']","['Wall Art', 'Lipstick', 'Smartwatch']",occasional shopper,3657.43,yes,summer
C5117,34,other,bangalore,"['Fitness', 'Beauty']","['Dumbbells', 'Moisturizer']",frequent buyer,4266.01,no,winter
C5118,30,other,bangalore,"['Beauty', 'Electronics']","['Moisturizer', 'Smartwatch']",new visitor,4963.11,no,winter
C5119,34,male,chennai,['Fashion'],['Jacket'],new visitor,2776.62,no,autumn
C5120,37,male,kolkata,"['Fitness', 'Home Decor', 'Beauty']","['Yoga Mat', 'Curtains', 'Moisturizer']",new visitor,3532.41,yes,autumn
C5121,43,female,delhi,"['Books', 'Fashion', 'Home Decor']","['Non-fiction', 'T-shirt', 'Lamp']",occasional shopper,1995.66,no,winter
C5122,19,other,chennai,"['Home Decor', 'Beauty']","['Curtains', 'Moisturizer']",frequent buyer,4568.12,yes,autumn
C5123,46,female,chennai,"['Beauty', 'Fitness', 'Home Decor']","['Foundation', 'Resistance Bands', 'Cushions']",frequent buyer,4353.03,yes,winter
C5124,23,male,kolkata,['Books'],['Comics'],new visitor,3272.09,no,autumn
C5125,30,other,delhi,['Electronics'],['Laptop'],new visitor,4900.45,yes,spring
C5126,32,female,mumbai,['Fashion'],['Jeans'],occasional shopper,4942.79,yes,autumn
C5127,40,male,kolkata,"['Home Decor', 'Books', 'Fitness']","['Lamp', 'Fiction', 'Yoga Mat']",occasional shopper,3049.58,no,summer
C5128,32,female,kolkata,"['Fitness', 'Fashion']","['Dumbbells', 'Jacket']",frequent buyer,1887.89,no,winter
C5129,24,female,delhi,"['Fashion', 'Fitness', 'Home Decor']","['Shoes', 'Resistance Bands', 'Curtains']",new visitor,1843.35,no,autumn
C5130,42,other,chennai,"['Books', 'Fashion']","['Biography', 'Shoes']",new visitor,4206.1,yes,autumn
C5131,40,female,bangalore,"['Fashion', 'Home Decor', 'Beauty']","['Jeans', 'Cushions', 'Foundation']",frequent buyer,1470.4,no,spring
C5132,18,other,kolkata,"['Electronics', 'Books']","['Smartphone', 'Fiction']",frequent buyer,3561.11,yes,winter
C5133,47,other,delhi,"['Fashion', 'Beauty', 'Electronics']","['Shoes', 'Moisturizer', 'Smartphone']",occasional shopper,4243.41,no,autumn
C5134,18,other,chennai,"['Books', 'Fashion']","['Fiction', 'Jacket']",occasional shopper,2021.24,no,winter
C5135,46,male,kolkata,"['Home Decor', 'Fitness', 'Beauty']","['Cushions', 'Treadmill', 'Foundation']",occasional shopper,2315.99,yes,autumn
C5136,22,female,chennai,"['Fitness', 'Home Decor']","['Yoga Mat', 'Wall Art']",frequent buyer,1046.25,yes,spring
C5137,46,other,kolkata,['Electronics'],['Smartwatch'],occasional shopper,3311.31,yes,winter
C5138,21,male,bangalore,"['Home Decor', 'Beauty']","['Lamp', 'Perfume']",new visitor,3115.81,yes,winter
C5139,43,female,bangalore,['Fashion'],['Shoes'],frequent buyer,2506.62,no,autumn
C5140,56,female,mumbai,['Electronics'],['Smartphone'],occasional shopper,3896.32,yes,winter
C5141,44,male,mumbai,['Books'],['Fiction'],frequent buyer,3680.43,no,summer
C5142,32,other,mumbai,"['Fitness', 'Books', 'Beauty']","['Dumbbells', 'Biography', 'Lipstick']",frequent buyer,544.86,no,summer
C5143,56,male,chennai,"['Fitness', 'Electronics']","['Yoga Mat', 'Smartphone']",new visitor,991.4,no,summer
C5144,51,male,kolkata,"['Beauty', 'Home Decor', 'Fashion']","['Perfume', 'Cushions', 'Jeans']",new visitor,3846.74,no,autumn
C5145,60,male,kolkata,['Beauty'],['Foundation'],new visitor,3275.34,no,winter
C5146,27,male,kolkata,"['Books', 'Electronics']","['Comics', 'Smartwatch']",frequent buyer,1650.57,no,autumn
C5147,38,other,delhi,['Fitness'],['Dumbbells'],frequent buyer,4435.3,no,winter
C5148,28,male,delhi,"['Beauty', 'Fashion']","['Perfume', 'Jeans']",occasional shopper,2924.01,yes,spring
C5149,24,male,chennai,"['Beauty', 'Fashion']","['Foundation', 'Jacket']",frequent buyer,4733.27,yes,autumn
C5150,25,other,delhi,"['Books', 'Beauty']","['Non-fiction', 'Foundation']",frequent buyer,3988.1,no,spring
C5151,45,other,bangalore,['Books'],['Biography'],occasional shopper,4816.25,yes,spring
C5152,34,female,delhi,"['Fitness', 'Fashion', 'Books']","['Dumbbells', 'T-shirt', 'Biography']",occasional shopper,1391.41,no,autumn
C5153,39,other,kolkata,"['Fashion', 'Fitness']","['T-shirt', 'Dumbbells']",occasional shopper,802.36,no,summer
C5154,31,other,chennai,['Fitness'],['Yoga Mat'],occasional shopper,4059.31,no,summer
C5155,26,other,bangalore,"['Home Decor', 'Fitness', 'Electronics']","['Wall Art', 'Resistance Bands', 'Laptop']",frequent buyer,3513.98,yes,spring
C5156,53,other,kolkata,"['Fashion', 'Home Decor']","['Jeans', 'Wall Art']",occasional shopper,1194.59,no,autumn
C5157,38,other,bangalore,['Electronics'],['Smartwatch'],new visitor,4749.1,yes,spring
C5158,57,male,kolkata,['Electronics'],['Smartwatch'],occasional shopper,1490.2,yes,summer
C5159,52,male,bangalore,"['Beauty', 'Electronics', 'Fitness']","['Moisturizer', 'Laptop', 'Resistance Bands']",new visitor,2338.48,no,spring
C5160,58,other,mumbai,"['Fashion', 'Beauty', 'Books']","['T-shirt', 'Foundation', 'Comics']",frequent buyer,4315.89,yes,autumn
C5161,46,other,bangalore,['Books'],['Fiction'],new visitor,2696.29,yes,winter
C5162,31,male,delhi,"['Books', 'Home Decor', 'Beauty']","['Comics', 'Lamp', 'Perfume']",occasional shopper,3537.33,no,autumn
C5163,36,female,kolkata,['Fashion'],['Shoes'],frequent buyer,3894.09,no,spring
C5164,41,female,bangalore,['Home Decor'],['Wall Art'],occasional shopper,2097.95,no,spring
C5165,60,other,chennai,['Electronics'],['Laptop'],frequent buyer,2753.63,yes,autumn
C5166,45,female,bangalore,['Electronics'],['Laptop'],occasional shopper,2179.13,no,summer
C5167,25,other,mumbai,"['Books', 'Fitness']","['Comics', 'Resistance Bands']",occasional shopper,3758.97,no,autumn
C5168,22,other,kolkata,"['Books', 'Beauty']","['Non-fiction', 'Foundation']",frequent buyer,876.21,yes,autumn
C5169,34,male,delhi,"['Home Decor', 'Beauty', 'Fashion']","['Cushions', 'Lipstick', 'T-shirt']",occasional shopper,4023.46,yes,winter
C5170,32,male,kolkata,"['Books', 'Fitness']","['Biography', 'Yoga Mat']",frequent buyer,2711.53,no,autumn
C5171,24,other,chennai,"['Fitness', 'Home Decor']","['Yoga Mat', 'Wall Art']",frequent buyer,3719.96,yes,autumn
C5172,57,female,kolkata,"['Books', 'Home Decor', 'Fitness']","['Comics', 'Cushions', 'Treadmill']",occasional shopper,1517.63,no,spring
C5173,27,male,kolkata,"['Home Decor', 'Electronics', 'Fitness']","['Curtains', 'Laptop', 'Dumbbells']",frequent buyer,2277.19,yes,winter
C5174,39,male,delhi,"['Books', 'Fitness', 'Electronics']","['Comics', 'Treadmill', 'Headphones']",occasional shopper,1141.98,yes,winter
C5175,19,other,mumbai,"['Fashion', 'Fitness', 'Books']","['Jeans', 'Dumbbells', 'Biography']",new visitor,4138.93,yes,autumn
C5176,45,other,bangalore,"['Fashion', 'Books']","['Shoes', 'Non-fiction']",frequent buyer,4299.36,no,autumn
C5177,21,other,bangalore,['Beauty'],['Lipstick'],new visitor,3889.77,yes,spring
C5178,45,other,mumbai,"['Books', 'Beauty']","['Comics', 'Perfume']",frequent buyer,4381.73,yes,summer
C5179,28,female,chennai,['Beauty'],['Perfume'],frequent buyer,2423.74,no,spring
C5180,59,male,delhi,"['Fashion', 'Fitness', 'Electronics']","['Jeans', 'Resistance Bands', 'Laptop']",occasional shopper,2096.96,yes,winter
C5181,29,male,bangalore,['Home Decor'],['Cushions'],occasional shopper,4903.17,yes,winter
C5182,55,other,chennai,['Books'],['Biography'],occasional shopper,3045.13,yes,winter
C5183,52,female,mumbai,['Beauty'],['Lipstick'],new visitor,4111.76,no,winter
C5184,52,female,delhi,"['Fashion', 'Books']","['T-shirt', 'Biography']",frequent buyer,1854.99,no,winter
C5185,32,other,mumbai,"['Electronics', 'Books', 'Beauty']","['Headphones', 'Biography', 'Foundation']",new visitor,2326.93,no,autumn
C5186,55,female,mumbai,['Fashion'],['T-shirt'],new visitor,4008.26,yes,summer
C5187,40,male,bangalore,"['Beauty', 'Books', 'Fitness']","['Moisturizer', 'Non-fiction', 'Resistance Bands']",frequent buyer,4206.05,no,spring
C5188,45,male,delhi,"['Fitness', 'Books', 'Beauty']","['Resistance Bands', 'Non-fiction', 'Lipstick']",new visitor,3792.13,yes,spring
C5189,51,other,delhi,"['Books', 'Fitness']","['Non-fiction', 'Yoga Mat']",new visitor,1407.74,no,winter
C5190,22,other,kolkata,"['Electronics', 'Fashion', 'Home Decor']","['Laptop', 'T-shirt', 'Wall Art']",frequent buyer,4758.87,yes,autumn
C5191,53,female,mumbai,"['Home Decor', 'Fitness', 'Electronics']","['Lamp', 'Yoga Mat', 'Laptop']",new visitor,2519.17,no,summer
C5192,58,male,bangalore,"['Books', 'Home Decor']","['Non-fiction', 'Curtains']",occasional shopper,3745.82,no,autumn
C5193,38,male,bangalore,"['Books', 'Fitness']","['Fiction', 'Dumbbells']",occasional shopper,2244.03,no,winter
C5194,35,male,kolkata,['Books'],['Non-fiction'],frequent buyer,1449.71,no,autumn
C5195,35,other,chennai,"['Books', 'Home Decor', 'Fitness']","['Non-fiction', 'Cushions', 'Dumbbells']",frequent buyer,1798.41,yes,summer
C5196,44,male,mumbai,['Home Decor'],['Wall Art'],frequent buyer,1021.94,no,winter
C5197,29,female,mumbai,['Beauty'],['Foundation'],new visitor,2686.79,yes,summer
C5198,41,male,kolkata,"['Fitness', 'Fashion']","['Dumbbells', 'T-shirt']",occasional shopper,4653.31,no,autumn
C5199,19,other,chennai,"['Fashion', 'Home Decor', 'Fitness']","['Jeans', 'Curtains', 'Resistance Bands']",occasional shopper,4122.8,no,summer
C5200,54,other,mumbai,"['Electronics', 'Beauty']","['Headphones', 'Perfume']",new visitor,2238.15,no,winter
C5201,58,female,delhi,"['Books', 'Beauty']","['Fiction', 'Lipstick']",frequent buyer,1615.39,no,winter
C5202,24,male,mumbai,"['Fitness', 'Beauty']","['Dumbbells', 'Perfume']",frequent buyer,3872.96,no,spring
C5203,21,other,kolkata,"['Fitness', 'Fashion']","['Resistance Bands', 'Shoes']",new visitor,1667.93,yes,winter
C5204,33,female,chennai,"['Fashion', 'Fitness', 'Books']","['T-shirt', 'Yoga Mat', 'Fiction']",frequent buyer,2910.33,yes,winter
C5205,27,male,delhi,"['Fitness', 'Beauty', 'Fashion']","['Resistance Bands', 'Moisturizer', 'Shoes']",frequent buyer,1415.69,no,winter
C5206,55,other,chennai,['Fitness'],['Yoga Mat'],new visitor,4452.6,yes,summer
C5207,58,female,bangalore,['Fashion'],['T-shirt'],frequent buyer,4134.73,no,autumn
C5208,24,male,kolkata,"['Fitness', 'Beauty', 'Home Decor']","['Dumbbells', 'Perfume', 'Lamp']",occasional shopper,4097.74,no,summer
C5209,32,male,kolkata,"['Fitness', 'Electronics', 'Home Decor']","['Resistance Bands', 'Smartphone', 'Curtains']",occasional shopper,1231.66,no,autumn
C5210,35,male,chennai,"['Books', 'Electronics', 'Fashion']","['Non-fiction', 'Headphones', 'T-shirt']",new visitor,3081.14,no,summer
C5211,53,other,kolkata,"['Home Decor', 'Fitness', 'Fashion']","['Lamp', 'Resistance Bands', 'T-shirt']",new visitor,2039.43,no,spring
C5212,58,female,chennai,"['Books', 'Fitness', 'Beauty']","['Biography', 'Dumbbells', 'Lipstick']",frequent buyer,808.85,no,summer
C5213,25,other,delhi,"['Books', 'Fashion']","['Non-fiction', 'T-shirt']",frequent buyer,2072.3,no,summer
C5214,26,male,mumbai,"['Home Decor', 'Books', 'Fashion']","['Lamp', 'Biography', 'T-shirt']",occasional shopper,3389.67,yes,summer
C5215,47,female,chennai,"['Fitness', 'Home Decor']","['Dumbbells', 'Cushions']",occasional shopper,586.69,no,autumn
